Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic)
STEMIRNA THERAPEUTICS CO LTD,[Not Available],[Not Available],Specializes in mRNA therapeutics and biotechnology.,[Not Available],"Biotechnology, mRNA Therapeutics",No,Yes,No,No
STEMLINE THERAPEUTICS INC,[Not Available],[Not Available],Focuses on developing novel stem cell-based therapies.,[Not Available],"Biotechnology, Stem Cell Therapeutics",No,Yes,No,No
STEMNOVATE LTD,[Not Available],[Not Available],Engages in innovative stem cell research and biotechnology.,[Not Available],"Stem Cells, Biotechnology",No,Yes,No,No
STEMS INC,[Not Available],[Not Available],Focuses on stem cell technology and related research.,[Not Available],"Stem Cells, Biotechnology",No,Yes,No,No
STERIL RES & PRODN CO LLC,[Not Available],[Not Available],Specializes in sterilization and production technologies.,[Not Available],"Sterilization, Manufacturing",No,Yes,No,No
STERILECARE INC,[Not Available],[Not Available],Provides sterilization products and services.,[Not Available],Sterilization Products,No,Yes,No,No
STERILOGY HOLDINGS INC,[Not Available],[Not Available],Engages in the development of sterilization technologies.,[Not Available],Sterilization Technology,No,Yes,No,No
STERM BIO INC,[Not Available],[Not Available],Specializes in biotechnology and bioengineering.,[Not Available],Biotechnology,No,Yes,No,No
STERO BIOTECHS LTD,[Not Available],[Not Available],Focuses on steroid-based biotechnological solutions.,[Not Available],"Biotechnology, Steroids",No,Yes,No,No
STEVENSONS DYERS & FINISHERS LTD HALLEY,[Not Available],[Not Available],Provides dyeing and finishing services for textiles.,[Not Available],Textile Processing,No,Yes,No,No
STH LLC,[Not Available],[Not Available],Engages in various business and technological activities.,[Not Available],Business Solutions,No,Yes,No,Yes
STICHTING HET NEDERLANDS KANKER INST,[Not Available],"Amsterdam, Netherlands",Focuses on cancer research and treatment.,[Not Available],"Cancer Research, Healthcare",No,No,Yes,Yes
STICHTING MEDISCHE KLINIEK VELSEN,[Not Available],"Velsen, Netherlands",Provides medical care and clinical services.,[Not Available],"Healthcare, Medical Services",No,No,No,Yes
STICHTING VUMC,[Not Available],"Amsterdam, Netherlands",Specializes in medical research and healthcare services.,[Not Available],"Medical Research, Healthcare",No,No,Yes,No
STICHTING WAGENINGEN RES,[Not Available],"Wageningen, Netherlands",Engages in applied research in the life sciences.,[Not Available],"Research, Life Sciences",No,No,Yes,No
STMICROELECTRONICS SRL,[Not Available],[Not Available],Provides semiconductor solutions and microelectronics.,[Not Available],"Semiconductors, Microelectronics",No,Yes,No,No
STOEBICH LIFE SAFETY GMBH,[Not Available],[Not Available],Specializes in life safety and fire protection solutions.,[Not Available],"Life Safety, Fire Protection",No,Yes,No,No
STONE LAB,[Not Available],[Not Available],Engages in laboratory services and research.,[Not Available],"Laboratory Services, Research",No,Yes,No,No
STORY CITY,[Not Available],[Not Available],Provides various services and solutions.,[Not Available],Business Solutions,No,Yes,No,No
STPH THERAPEUTICS CO LTD,[Not Available],[Not Available],Specializes in therapeutics development.,[Not Available],"Pharmaceuticals, Therapeutics",No,Yes,No,No
STRATEGIA PROJECT MANAGEMENT AN ILLINOIS LLC,[Not Available],"Illinois, USA",Engages in project management services and consulting.,[Not Available],Project Management,No,Yes,No,No
STRATEJIK YENILIKCI GIRISIMLER ARGE,[Not Available],[Not Available],Focuses on strategic innovation and research.,[Not Available],"Innovation, Research",No,Yes,No,No
STREAM BIOMEDICAL INC,[Not Available],[Not Available],Specializes in biomedical research and technology.,[Not Available],Biomedical Research,No,Yes,No,No
STREAM LABS CO LLC,[Not Available],[Not Available],Engages in laboratory testing and solutions.,[Not Available],Laboratory Services,No,Yes,No,No
STRIKE PHARMA AB,[Not Available],[Not Available],Focuses on pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
STRM BIO INC,[Not Available],[Not Available],Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No
STRYKER SUSTAINABILITY SOLUTIONS INC,[Not Available],[Not Available],Focuses on sustainability solutions in the medical field.,[Not Available],"Sustainability, Medical Solutions",No,Yes,No,No
SUBARU CORP,[Not Available],"Tokyo, Japan",A major automobile manufacturer with interests in various technologies.,[Not Available],Automotive,No,Yes,No,Yes
SUBEI PEOPLE'S HOSPITAL,[Not Available],"Subei, China",Provides comprehensive medical services and care.,[Not Available],Healthcare,No,No,No,No
SUBINTRO LTD,[Not Available],[Not Available],Specializes in business and technological solutions.,[Not Available],Business Solutions,No,Yes,No,No
SUBSTIPHARM,[Not Available],[Not Available],Focuses on pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
SUBTLE MEDICAL INC,[Not Available],[Not Available],Develops medical imaging and diagnostic technologies.,[Not Available],Medical Imaging,No,Yes,No,No
SUISONIA CO LTD,[Not Available],[Not Available],Engages in biotechnology and medical solutions.,[Not Available],Biotechnology,No,Yes,No,No
SULFAGENIX INC,[Not Available],[Not Available],Specializes in biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No
SUMAGEN CANADA INC,[Not Available],[Not Available],Engages in research and development of medical technologies.,[Not Available],Medical Technology,No,Yes,No,No
SUMITOMO BAKELITE CO LTD,[Not Available],[Not Available],Specializes in plastics and chemicals.,[Not Available],"Chemicals, Plastics",No,Yes,No,No
SUMITOMO CHEM CO LTD,[Not Available],[Not Available],Engages in chemical and pharmaceutical research and manufacturing.,[Not Available],"Chemicals, Pharmaceuticals",No,Yes,No,No
SUMITOMO PHARM CO LTD,[Not Available],[Not Available],Focuses on pharmaceutical development and research.,[Not Available],Pharmaceuticals,No,Yes,No,No
SUMITOMO SEIKA CHEM CO LTD,[Not Available],[Not Available],Specializes in chemical manufacturing.,[Not Available],Chemicals,No,Yes,No,No
SUMMIT BIOLABS INC,[Not Available],[Not Available],Engages in biolabs research and technology.,[Not Available],Biolabs,No,Yes,No,No
SUN CREATE KK,[Not Available],[Not Available],Focuses on pharmaceutical and chemical research.,[Not Available],"Pharmaceuticals, Chemicals",No,Yes,No,No
SUN GENOMICS INC,[Not Available],[Not Available],Specializes in genomics and personalized medicine.,[Not Available],"Genomics, Personalized Medicine",No,Yes,No,No
SUN PHARM IND LTD,[Not Available],[Not Available],Engages in pharmaceutical research and production.,[Not Available],Pharmaceuticals,No,Yes,No,No
SUN-S INC,[Not Available],[Not Available],Focuses on various industrial solutions.,[Not Available],Industrial Solutions,No,Yes,No,No
SUNCOR ENERGY INC,[Not Available],"Calgary, Canada",A major energy company focusing on oil sands and petroleum.,[Not Available],Energy,No,Yes,No,No
SUNFOREST BEIJING BIOPHARM LTD,[Not Available],"Beijing, China",Specializes in biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No
SUNGAN CO LTD,[Not Available],[Not Available],Engages in various business and technology solutions.,[Not Available],Business Solutions,No,Yes,No,No
SUNGKWANG MEDICAL FOUND,[Not Available],[Not Available],Provides medical research and healthcare services.,[Not Available],"Healthcare, Medical Research",No,No,Yes,No
SUNHANMI CO LTD,[Not Available],[Not Available],Specializes in medical and biotechnology solutions.,[Not Available],"Biotechnology, Medical",No,Yes,No,No
SUNNUTRAPHARMA SRL,[Not Available],[Not Available],Focuses on nutraceutical and pharmaceutical research.,[Not Available],"Nutraceuticals, Pharmaceuticals",No,Yes,No,Yes
SUNNYBROOK HEALTH SCI CENT,[Not Available],"Toronto, Canada",Provides comprehensive healthcare services and research.,[Not Available],Healthcare,No,No,No,No
SUNREGEN HEALTHCARE AG,[Not Available],[Not Available],Specializes in regenerative medicine and healthcare solutions.,[Not Available],"Regenerative Medicine, Healthcare",No,Yes,No,No
SUNSALE YG,[Not Available],[Not Available],Engages in various business and industrial solutions.,[Not Available],Business Solutions,No,Yes,No,No
SUNSHINE BIOPHARMA INC,[Not Available],[Not Available],Focuses on pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
SUNTEC MEDICAL INC,[Not Available],[Not Available],Specializes in medical technologies and solutions.,[Not Available],Medical Technologies,No,Yes,No,No
SUNTRAP LIFE TECHNOLOGIES LTD,[Not Available],[Not Available],Engages in life sciences technologies and innovations.,[Not Available],Life Sciences,No,Yes,No,No
SUNVAX MRNA THERAPEUTICS INC,[Not Available],[Not Available],Focuses on mRNA therapeutics and vaccine development.,[Not Available],"mRNA Therapeutics, Vaccines",No,Yes,No,No
SUNWISE CO LTD,[Not Available],[Not Available],Engages in various technological and industrial solutions.,[Not Available],"Technology, Industrial Solutions",No,Yes,No,No
SUPERBIOTICS SRL,[Not Available],[Not Available],Specializes in probiotics and biotechnological solutions.,[Not Available],"Probiotics, Biotechnology",No,Yes,No,No
SUPERBREWED FOOD INC,[Not Available],[Not Available],Focuses on innovative food technologies and solutions.,[Not Available],Food Technologies,No,Yes,No,No
SUPERHARD & NEW CARBON MATERIALS INST,[Not Available],[Not Available],Engages in research and development of advanced materials.,[Not Available],Advanced Materials,No,No,Yes,No
SUPERIOR BIOTECH INC,[Not Available],[Not Available],Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No
SUPERIOR HEAT TREATMENT INC,[Not Available],[Not Available],Specializes in heat treatment and industrial solutions.,[Not Available],Industrial Solutions,No,Yes,No,No
SUPREME DRUGS PVT LTD,[Not Available],[Not Available],Focuses on pharmaceutical manufacturing and distribution.,[Not Available],Pharmaceuticals,No,Yes,No,Yes
SUQIAN FIRST HOSPITAL,[Not Available],"Suqian, China",Provides comprehensive medical services and treatment.,[Not Available],Healthcare,No,No,No,No
SUREDX LLC,[Not Available],[Not Available],Engages in diagnostics and healthcare technology solutions.,[Not Available],"Diagnostics, Healthcare Technology",No,Yes,No,No
SUREXAM BIOTECHNOLOGY CO LTD,[Not Available],[Not Available],Specializes in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No
SURGERY NAT MEDICAL RES CENT,[Not Available],[Not Available],Focuses on surgical research and medical advancements.,[Not Available],Medical Research,No,No,Yes,No
SURKO BIO HANGZHOU CO LTD,[Not Available],"Hangzhou, China",Specializes in biotechnology and pharmaceutical research.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
SUSOS AG,[Not Available],[Not Available],Focuses on diagnostics and biomedical technologies.,[Not Available],"Diagnostics, Biomedical Technologies",No,Yes,No,No
SUZHOU ABCARTA MEDICAL TECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Specializes in medical technology and diagnostics.,[Not Available],"Medical Technology, Diagnostics",No,Yes,No,No
SUZHOU ABOGEN BIOSCI CO LTD,[Not Available],"Suzhou, China",Engages in bioscience research and biotechnology.,[Not Available],"Biosciences, Biotechnology",No,Yes,No,No
SUZHOU ACCUCISE DIAGNOSTICS INC,[Not Available],"Suzhou, China",Focuses on diagnostic solutions and technologies.,[Not Available],Diagnostics,No,Yes,No,No
SUZHOU ADVANCED MOLECULAR DIAGNOSTIC TEC,[Not Available],"Suzhou, China",Specializes in advanced molecular diagnostic technologies.,[Not Available],Molecular Diagnostics,No,Yes,No,No
SUZHOU AIKERUISI BIOTECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No
SUZHOU AIUE PRECISION IND CO LTD,[Not Available],"Suzhou, China",Focuses on precision industrial solutions and technologies.,[Not Available],Precision Industry,No,Yes,No,No
SUZHOU AKESUO BIOTECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Specializes in biotechnology and biopharmaceuticals.,[Not Available],"Biotechnology, Biopharmaceuticals",No,Yes,No,No
SUZHOU ANSAI DIAGNOSTIC TECHNOLOGY CO,[Not Available],"Suzhou, China",Provides diagnostic technology solutions.,[Not Available],Diagnostics,No,Yes,No,No
SUZHOU AOSENPEIKE MEDICAL TECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Focuses on medical technology and healthcare solutions.,[Not Available],Medical Technology,No,Yes,No,No
SUZHOU AOTEMING PHARM TECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Specializes in pharmaceutical technology and solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No
SUZHOU ARK BIOPHARMA CO LTD,[Not Available],"Suzhou, China",Engages in biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No
SUZHOU ASCENTAGE PHARMA CO LTD,[Not Available],"Suzhou, China",Focuses on pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
SUZHOU BAIEJI BIOTECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Specializes in biotechnology research and product development.,[Not Available],Biotechnology,No,Yes,No,No
SUZHOU BAIRAN GENE TECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Focuses on genetic technology and diagnostics.,[Not Available],Genetic Technology,No,Yes,No,No
SUZHOU BAIYUAN GENETIC TECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Engages in genetic research and technology development.,[Not Available],Genetic Technology,No,Yes,No,No
SUZHOU BEAVER BIOMEDICAL ENG CO LTD,[Not Available],"Suzhou, China",Specializes in biomedical engineering and technology.,[Not Available],Biomedical Engineering,No,Yes,No,No
SUZHOU BEVIS MOLDING CO LTD,[Not Available],"Suzhou, China",Focuses on molding solutions for various industries.,[Not Available],Molding Solutions,No,Yes,No,No
SUZHOU BIOMEDICAL ENG & TECHNOLOGY INST,[Not Available],"Suzhou, China",Engages in biomedical engineering research and technology.,[Not Available],Biomedical Engineering,No,No,Yes,No
SUZHOU BOAOLONG TECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Specializes in technology solutions for various sectors.,[Not Available],Technology,No,Yes,No,No
