Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
UNIV NANJING AUDIT,http://www.nau.edu.cn,"Nanjing, China",Nanjing Auditing University offers academic programs and conducts research in auditing and accounting.,1983,Education,No,No,Yes,No,Public,"Audit, Accounting"
UNIV NANJING CHINESE MEDICINE,http://www.njucm.edu.cn,"Nanjing, China",Nanjing University of Chinese Medicine provides education and conducts research in the field of traditional Chinese medicine.,1955,Education,No,No,Yes,No,Public,Traditional Chinese Medicine
UNIV NANJING HI-TECH RES INST CHANGZHOU,http://www.njtech.edu.cn,"Changzhou, China",Nanjing High-Technology Research Institute in Changzhou conducts research in advanced technology and innovation.,[Not Available],Education,No,No,Yes,No,Public,High Technology
UNIV NANJING MEDICAL,http://www.njmu.edu.cn,"Nanjing, China",Nanjing Medical University provides education and conducts research in the field of medicine.,1934,Education,No,No,Yes,No,Public,Medicine
UNIV NANJING MEDICAL SECOND AFFILIATED,http://www.njmsf.com,"Nanjing, China",Second Affiliated Hospital of Nanjing Medical University provides medical care and conducts healthcare research.,[Not Available],Healthcare,No,No,No,Yes,Public,Medicine
UNIV NANJING MEDICAL SIR RUN RUN HOSPITA,http://www.njmu-srrh.com,"Nanjing, China",Nanjing Medical University Sir Run Run Hospital provides medical care and conducts healthcare research.,[Not Available],Healthcare,No,No,No,Yes,Public,Medicine
UNIV NANJING NORMAL,http://www.njnu.edu.cn,"Nanjing, China",Nanjing Normal University offers a variety of academic programs and conducts research in various disciplines.,1902,Education,No,No,Yes,No,Public,Various fields
UNIV NANJING POST & TELECOM,http://www.njupt.edu.cn,"Nanjing, China",Nanjing University of Posts and Telecommunications offers academic programs and conducts research in communications and technology.,1949,Education,No,No,Yes,No,Public,Telecommunications
UNIV NANJING SCI & TECHNOLOGY,http://www.njust.edu.cn,"Nanjing, China",Nanjing University of Science and Technology offers academic programs and conducts research in science and technology.,1949,Education,No,No,Yes,No,Public,Science and Technology
UNIV NANJING SHENZHEN INST,http://www.nju.edu.cn,"Shenzhen, China",Shenzhen Research Institute of Nanjing University conducts research in various high-tech areas.,[Not Available],Education,No,No,Yes,No,Public,High Technology
UNIV NANJING TECHNOLOGY,http://www.njtech.edu.cn,"Nanjing, China",Nanjing University of Technology offers academic programs and conducts research in engineering and technology.,1945,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV NANKAI,http://www.nankai.edu.cn,"Tianjin, China",Nankai University is one of the leading teaching and research institutions in China.,1919,Education,No,No,Yes,No,Public,Various fields
UNIV NANTES,http://www.univ-nantes.fr,"Nantes, France",University of Nantes offers a wide range of academic programs and conducts research in various areas.,1460,Education,No,No,Yes,No,Public,Various fields
UNIV NANTONG,http://www.ntnu.edu.cn,"Nantong, China",Nantong University offers academic programs and conducts research in various disciplines.,1912,Education,No,No,Yes,No,Public,Various fields
UNIV NANYANG NORMAL,http://www.ny.edu.cn,"Nanyang, China",Nanyang Normal University offers a variety of academic programs and conducts research in various areas.,[Not Available],Education,No,No,Yes,No,Public,Various fields
UNIV NANYANG TECHNOLOGICAL,http://www.ntu.edu.sg,Singapore,Nanyang Technological University is a leading institution for science and engineering research and education.,1991,Education,No,No,Yes,No,Public,"Science, Engineering"
UNIV NAPOLI STUDI FEDERICO II,http://www.unina.it,"Napoli, Italy",University of Naples Federico II offers a wide range of academic programs and conducts research in various areas.,1224,Education,No,No,Yes,No,Public,Various fields
UNIV NARA MEDICAL,http://www.naramed-u.ac.jp,"Nara, Japan",Nara Medical University provides education and conducts research in the field of medicine and health sciences.,1980,Education,No,No,Yes,No,Public,Medicine
UNIV NAT CENT,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available]
UNIV NAT CHAO TUNG,http://www.nctu.edu.tw,"Hsinchu, Taiwan",National Chiao Tung University provides education and conducts research in science and technology.,1958,Education,No,No,Yes,No,Public,"Science, Technology"
UNIV NAT CHENG KUNG,http://www.ncku.edu.tw,"Tainan, Taiwan",National Cheng Kung University is a leading institution for research and education in engineering and applied sciences.,1931,Education,No,No,Yes,No,Public,"Engineering, Applied Sciences"
UNIV NAT CHUNG HSING,http://www.nchu.edu.tw,"Taichung, Taiwan",National Chung Hsing University provides education and conducts research in science and agriculture.,1919,Education,No,No,Yes,No,Public,"Science, Agriculture"
UNIV NAT DEFENSE TECHNOLOGY,http://www.ndu.edu.cn,"Beijing, China",National University of Defense Technology specializes in research and education in defense and security technology.,1952,Education,Yes,No,Yes,No,Public,Defense Technology
UNIV NAT IRELAND GALWAY,http://www.nuigalway.ie,"Galway, Ireland","National University of Ireland, Galway offers a wide range of academic programs and conducts research in various areas.",1845,Education,No,No,Yes,No,Public,Various fields
UNIV NAT IRELAND MAYNOOTH,http://www.maynoothuniversity.ie,"Maynooth, Ireland","National University of Ireland, Maynooth offers academic programs and conducts research across a range of disciplines.",1997,Education,No,No,Yes,No,Public,Various fields
UNIV NAT RES HIGHER SCHOOL ECONOMICS,http://www.hse.ru,"Moscow, Russia",National Research School of Economics offers academic programs and conducts research in economics and social sciences.,1992,Education,No,No,Yes,No,Public,"Economics, Social Sciences"
UNIV NAT SUN YAT-SEN,http://www.sysu.edu.cn,"Guangzhou, China",Sun Yat-sen National University offers a wide range of academic programs and conducts research in diverse areas.,1924,Education,No,No,Yes,No,Public,Various fields
UNIV NAT THREE FEBRUARY UNTREF,http://www.untref.edu.ar,"Buenos Aires, Argentina",National University of Tres de Febrero offers a wide range of academic programs and conducts research in various areas.,1995,Education,No,No,Yes,No,Public,Various fields
UNIV NAT TSING HUA,http://www.tsinghua.edu.cn,"Beijing, China","National Tsinghua University is one of the leading teaching and research institutions in China, known for its science and engineering research.",1911,Education,No,No,Yes,No,Public,"Science, Engineering"
UNIV NAVAL MEDICAL CHINESE PEOPLES LIBERATION ARMY,http://www.nmmc.edu.cn,"Beijing, China",Chinese People's Liberation Army Naval Medical University specializes in education and research in the field of military medicine.,[Not Available],Education,Yes,No,Yes,No,Public,Military Medicine
UNIV NAVARRA,http://www.unav.edu,"Pamplona, ââSpain",University of Navarra offers a wide range of academic programs and carries out research in various areas.,1952,Education,No,No,Yes,No,Private,Various fields
UNIV NAZARBAYEV AUTONOMOUS ORG EDUCATION,http://www.nau.edu.kz,"Nur-Sultan, Kazakhstan",Nazarbayev University is an autonomous institution that provides education and conducts research in various areas.,2010,Education,No,No,Yes,No,Public,Various fields
UNIV NEBRASKA,http://www.nebraska.edu,"Lincoln, Nebraska, USA",University of Nebraska is an institution of higher education that offers a wide range of academic programs and conducts research in a variety of areas.,1869,Education,No,No,Yes,No,Public,Various fields
UNIV NEGERI MALANG SENTRA,http://www.um.ac.id,"Malang, Indonesia",Negeri Malang University provides education in various areas and conducts research in various disciplines.,1954,Education,No,No,Yes,No,Public,Various fields
UNIV NEIJIANG NORMAL,http://www.njnu.edu.cn,"Neijiang, China",Neijiang Normal University offers academic programs and conducts research in various areas.,1978,Education,No,No,Yes,No,Public,Various fields
UNIV NEVADA SYSTEM HIGHER EDUCATION,http://www.nevada.edu,"Nevada, USA",Nevada System of Higher Education offers academic programs at several educational institutions in the state.,[Not Available],Education,No,No,Yes,No,Public,Various fields
UNIV NEW JERSEY MEDICINE & DENTISTRY,http://www.njms.rutgers.edu,"Newark, New Jersey, USA",University of Medicine and Dentistry of New Jersey specializes in education and research in the fields of medicine and dentistry.,1954,Education,No,No,Yes,Yes,Public,"Medicine, Dentistry"
UNIV NEW MEXICO STATE,http://www.nmsu.edu,"Las Cruces, New Mexico, USA",New Mexico State University offers a wide range of academic programs and conducts research in various areas.,1888,Education,No,No,Yes,No,Public,Various fields
UNIV NEW YORK,http://www.nyu.edu,"New York, USA",New York University offers a wide range of academic programs and conducts research in a variety of areas.,1831,Education,No,No,Yes,No,Private,Various fields
UNIV NEW YORK ABU DHABI,http://www.nyuad.nyu.edu,"Abu Dhabi, United Arab Emirates","New York University Abu Dhabi is an international extension of New York University, offering academic programs and conducting research.",2010,Education,No,No,Yes,No,Private,Various fields
UNIV NEW YORK STATE RES FOUND,http://www.nysrf.org,"New York, USA",New York State Research Foundation supports research at several educational institutions and conducts research in a variety of areas.,[Not Available],Education,No,No,Yes,No,Public,Various fields
UNIV NEWCASTLE-UPON-TYNE,http://www.ncl.ac.uk,"Newcastle upon Tyne, United Kingdom",University of Newcastle offers a wide range of academic programs and carries out research in a variety of areas.,1834,Education,No,No,Yes,No,Public,Various fields
UNIV NGUYEN TAT THANH NTT HIGH TECH,http://www.ntt.edu.vn,"Ho Chi Minh City, Vietnam",Nguyen Tat Thanh University provides education and conducts research in technology and applied sciences.,1994,Education,No,No,Yes,No,Private,"Technology, Applied Sciences"
UNIV NICE SOPHIA ANTIPOLIS UNS,http://www.unice.fr,"Nice, France",University of Nice Sophia Antipolis offers a wide range of academic programs and conducts research in various areas.,1965,Education,No,No,Yes,No,Public,Various fields
UNIV NIMES CENT HOSPITALIER,http://www.ch-nimes.fr,"NÃ®mes, France",NÃ®mes University Hospital is a healthcare and research institution offering medical services and healthcare research.,[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV NINGBO,http://www.nbu.edu.cn,"Ningbo, China",Ningbo University offers a wide range of academic programs and conducts research in various areas.,1986,Education,No,No,Yes,No,Public,Various fields
UNIV NINGBOTECH,http://www.nbt.edu.cn,"Ningbo, China",Ningbo University of Technology provides education and conducts research in technology and applied sciences.,[Not Available],Education,No,No,Yes,No,Public,"Technology, Applied Sciences"
UNIV NINGXIA MEDICAL,http://www.nxmu.edu.cn,"Yinchuan, China",Ningxia Medical University provides education and conducts research in the field of medicine and health sciences.,1958,Education,No,No,Yes,No,Public,Medicine
UNIV NIPPON,http://www.nippon.ac.jp,"Tokyo, Japan",Nippon University offers academic programs and conducts research in various areas.,1949,Education,No,No,Yes,No,Private,Various fields
UNIV NISANTASI,http://www.nisantasi.edu.tr,"Istanbul, TÃ¼rkiye",Nisantasi University offers a variety of academic programs and conducts research in diverse areas.,2009,Education,No,No,Yes,No,Private,Various fields
UNIV NITTE,http://www.nitte.edu.in,"Nitte, India",Nitte University offers education in various disciplines and conducts research in diverse areas.,2008,Education,No,No,Yes,No,Private,Various fields
UNIV NITTE NMAM TECHNOLOGY INST,http://www.nmamit.nitte.edu.in,"Nitte, India",Nitte University NMAM Institute of Technology offers academic programs in engineering and technology.,1986,Education,No,No,Yes,No,Private,"Engineering, Technology"
UNIV NIZHNY NOVGOROD NAT RES,http://www.unn.ru,"Nizhny Novgorod, Russia",Nizhny Novgorod National Research University offers a wide range of academic programs and conducts research in diverse areas.,1916,Education,No,No,Yes,No,Public,Various fields
UNIV NMI NATURWISSENSCHAFTLICH,http://www.nmi.de,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available]
UNIV NORTH CAROLINA,http://www.northcarolina.edu,"Chapel Hill, North Carolina, USA",University of North Carolina offers a wide range of academic programs and conducts research in a variety of areas.,1789,Education,No,No,Yes,No,Public,Various fields
UNIV NORTH CHINA,http://www.ncu.edu.cn,"Zhangjiakou, China",University of North China offers a wide range of academic programs and conducts research in diverse areas.,1941,Education,No,No,Yes,No,Public,Various fields
