Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic),Institution Name
CHU NIMES,[Not Available],France,"A major university hospital center in Nimes, France, providing a wide range of healthcare services, including advanced medical treatments, emergency care, and medical research, with a focus on innovation in healthcare.",[Not Available],Healthcare and Medical Research,Yes,No,Yes,Yes,
CHU RENNES,[Not Available],France,"A leading university hospital in Rennes, France, offering comprehensive healthcare services, cutting-edge medical research, and education programs for healthcare professionals.",[Not Available],Healthcare and Medical Research,Yes,No,Yes,Yes,
CHUANGXINCHAO BEIJING TECHNOLOGY CO LTD,[Not Available],China,"A technology company specializing in the development of innovative solutions in the fields of electronics, communications, and smart devices, with a focus on research and product development.",[Not Available],Technology and Innovation,No,Yes,Yes,No,
CHUGAI SEIYAKU KK,[Not Available],Japan,"A leading Japanese pharmaceutical company engaged in the research, development, and marketing of prescription medicines, with a focus on oncology, immunology, and biotechnology.",[Not Available],Pharmaceuticals and Biotechnology,No,Yes,Yes,No,
CHUNQIU BIOMEDICAL TECHNOLOGY TIANJIN CO LTD,[Not Available],China,"A biotechnology company focusing on the research and development of biomedical products, including therapeutic agents and diagnostic tools for various medical conditions.",[Not Available],Biotechnology and Biomedical Research,No,Yes,Yes,No,
CHUXIONG YI AUTONOMOUS PREFECTURE FOREST,[Not Available],China,"An organization responsible for the management and conservation of forest resources within the Chuxiong Yi Autonomous Prefecture, focusing on sustainable forestry practices and environmental protection.",[Not Available],Forestry and Environmental Conservation,Yes,No,No,No,
CHUZHOU LUODA BIOTECHNOLOGY CO LTD,[Not Available],China,"A biotechnology company involved in the research, development, and production of biological products, including pharmaceuticals and diagnostic tools, with a focus on improving public health.",[Not Available],Biotechnology and Pharmaceuticals,No,Yes,Yes,No,
CIBUS BIOTECHNOLOGIES INC,[Not Available],United States,"A biotechnology company focused on developing sustainable agricultural solutions through advanced gene editing technologies, with the aim of improving crop yields and reducing environmental impact.",[Not Available],Agricultural Biotechnology,No,Yes,Yes,No,
CID SPA,[Not Available],Italy,"An Italian company specializing in the research, development, and production of chemical intermediates and active pharmaceutical ingredients (APIs) for the pharmaceutical and chemical industries.",[Not Available],Pharmaceuticals and Chemical Manufacturing,No,Yes,No,No,
CIDARA THERAPEUTICS INC,[Not Available],United States,"A clinical-stage biotechnology company focused on developing novel anti-infective therapies, including treatments for serious fungal infections and immune system disorders.",[Not Available],Biotechnology and Anti-Infective Therapies,No,Yes,Yes,No,
CILA THERAPEUTICS INC,[Not Available],United States,"A biotechnology company developing innovative therapies for neurodegenerative diseases, aiming to address unmet medical needs through cutting-edge research in neuroscience.",[Not Available],Biotechnology and Neuroscience,No,Yes,Yes,No,
CILOA,[Not Available],France,"A biotechnology company focused on the development of exosome-based therapeutic and diagnostic products, leveraging its proprietary exosome engineering technology to create innovative solutions for various medical applications.",[Not Available],Biotechnology and Exosome Engineering,No,Yes,Yes,No,
CIMC MODULAR CONSTR INVESTMENT CO LTD,[Not Available],China,"A company specializing in the development and investment in modular construction technologies, providing innovative solutions for building and infrastructure projects with a focus on sustainability and efficiency.",[Not Available],Construction and Modular Technology,No,Yes,No,No,
CINKATE PHARM CHEM INTERMEDIATE SHANGHAI,[Not Available],China,"A chemical company involved in the production of pharmaceutical intermediates and fine chemicals, supplying raw materials for the pharmaceutical and chemical industries.",[Not Available],Chemical Manufacturing and Pharmaceuticals,No,Yes,No,No,
CINTUGAL SL,[Not Available],Spain,"A biotechnology company focused on the research and development of therapeutic agents and diagnostics, particularly in the field of oncology and rare diseases, leveraging advanced research technologies.",[Not Available],Biotechnology and Therapeutics,No,Yes,Yes,No,
CIPLA LTD,[Not Available],India,"A global pharmaceutical company headquartered in India, known for its commitment to affordable healthcare and the production of a wide range of generic and branded medicines across various therapeutic areas.",[Not Available],Pharmaceuticals,No,Yes,Yes,No,
CIPO,[Not Available],Italy,"An Italian research organization involved in the development of pharmaceutical products, focusing on innovative drug delivery systems and therapeutic solutions for a variety of medical conditions.",[Not Available],Pharmaceutical Research and Development,No,Yes,Yes,No,
CIRAD CENT COOP INT EN RECH AGRONOMIQUE,[Not Available],France,"A French agricultural research organization focused on international cooperation in agricultural research for development, addressing global challenges such as food security, climate change, and sustainable agriculture.",[Not Available],Agricultural Research and Development,Yes,No,Yes,No,
CIRIUS THERAPEUTICS INC,[Not Available],United States,"A clinical-stage pharmaceutical company developing therapies for metabolic diseases, including treatments aimed at reversing insulin resistance and related conditions such as nonalcoholic steatohepatitis (NASH).",[Not Available],Pharmaceuticals and Metabolic Diseases,No,Yes,Yes,No,
CIRLO GMBH,[Not Available],Germany,"A company involved in the development and production of medical devices and diagnostic tools, focusing on innovative solutions to improve healthcare outcomes and patient care.",[Not Available],Medical Devices and Diagnostics,No,Yes,Yes,No,
CIRP GMBH,[Not Available],Germany,"A research and development company focused on advanced manufacturing technologies, including precision engineering and production systems for various industrial applications.",[Not Available],Advanced Manufacturing and Engineering,No,Yes,Yes,No,
CIRRUS LOGIC INC,[Not Available],United States,"A semiconductor company specializing in high-performance, low-power integrated circuits (ICs) for audio and voice signal processing applications in consumer electronics, automotive, and industrial markets.",[Not Available],Semiconductors and Audio Technology,No,Yes,No,No,
CISCO TECHNOLOGY INC,[Not Available],United States,"A global technology leader specializing in networking hardware, telecommunications equipment, and other high-technology services and products, focusing on connectivity, security, and digital transformation.",[Not Available],Information Technology and Networking,No,Yes,Yes,No,
CISGEN BIOTECH DISCOVERIES PRIVATE LTD,[Not Available],India,"A biotechnology company focused on the discovery and development of novel genetic and molecular biology solutions, particularly in the areas of diagnostics, therapeutics, and agricultural biotechnology.",[Not Available],Biotechnology and Genetic Research,No,Yes,Yes,No,
CITIC GEN ARCHITECTURAL DESIGN & RES INS,[Not Available],China,"A research and design institute specializing in architectural engineering and urban planning, providing innovative design solutions for infrastructure and building projects across China.",[Not Available],Architectural Design and Engineering,Yes,No,Yes,No,
CITIC XIANGYA PRODUCTIVE & GENETIC HOSPI,[Not Available],China,"A healthcare institution affiliated with CITIC, focusing on reproductive health, genetic research, and the development of advanced medical technologies to improve patient outcomes in these areas.",[Not Available],Healthcare and Genetic Research,No,Yes,Yes,Yes,
CITRANVI BIOSCI LLC,[Not Available],United States,"A biotechnology company specializing in the development of innovative therapies for infectious diseases, leveraging cutting-edge research in virology and immunology to create effective treatments.",[Not Available],Biotechnology and Infectious Disease Research,No,Yes,Yes,No,
CITRIX SYSTEMS INC,[Not Available],United States,"A global software company providing virtualization, networking, and cloud computing technologies, enabling secure and efficient access to applications and data from any device, anywhere.",[Not Available],Software and Cloud Computing,No,Yes,No,No,
