Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
DOMATEC GMBH,,Germany,A company specializing in medical and laboratory technology solutions.,,Medical and Laboratory Technology,No,Yes,No,No,,
DOMPE FARMACEUTICI SPA,,Italy,A pharmaceutical company focused on developing innovative therapies for various diseases.,,Pharmaceuticals,No,Yes,Yes,No,,
DOMUS DIAGNOSTICS INC,,,A company specializing in diagnostic products and services.,,Diagnostics,No,Yes,No,No,,
DONALDSON CO INC,,United States,A global manufacturer specializing in filtration systems and technologies.,,Filtration Systems,No,Yes,No,No,,
DONG JIAN AN CO LTD,,China,A company focused on developing and manufacturing medical devices and solutions.,,Medical Devices,No,Yes,No,No,,
DONG KOOK PHARM CO LTD,,South Korea,A pharmaceutical company specializing in the development of various medicines and therapeutic products.,,Pharmaceuticals,No,Yes,Yes,No,,
DONG WHA PHARM CO LTD,,South Korea,A pharmaceutical company involved in the research and development of new drug formulations.,,Pharmaceuticals,No,Yes,Yes,No,,
DONG WON CM CO LTD,,South Korea,A company focusing on pharmaceutical manufacturing and medical technology.,,Pharmaceuticals and Medical Technology,No,Yes,No,No,,
DONGGUAN BOSHENG BIOTECHNOLOGY CO LTD,,China,A biotechnology company engaged in research and development of biotech products.,,Biotechnology,No,Yes,Yes,No,,
DONGGUAN CITY PEOPLE'S HOSPITAL,,China,A public hospital providing a range of medical services and healthcare solutions.,,Healthcare and Hospitals,Yes,No,No,Yes,,
DONGGUAN DEXIANG IND CO LTD,,China,A company specializing in industrial products and technology solutions.,,Industrial Technology,No,Yes,No,No,,
DONGGUAN HUIJIA AUTOMATION TECHNOLOGY CO LTD,,China,A company focused on automation technology and industrial solutions.,,Automation Technology,No,Yes,No,No,,
DONGGUAN JINBOLUO ELECTRIC TECHNOLOGY CO,,China,A company specializing in electric technology and components.,,Electrical Technology,No,Yes,No,No,,
DONGGUAN KANGHUA HOSPITAL CO LTD,,China,A hospital providing comprehensive medical services and healthcare solutions.,,Healthcare and Hospitals,No,Yes,No,Yes,,
DONGGUAN LABWAY CLINICAL LAB CO LTD,,China,A clinical laboratory providing diagnostic and testing services.,,Clinical Diagnostics,No,Yes,No,No,,
DONGGUAN MAIDAO BIOTECHNOLOGY CO LTD,,China,A biotechnology company focused on research and development of biotech solutions.,,Biotechnology,No,Yes,Yes,No,,
DONGGUAN PENGZHI BIOTECHNOLOGY CO LTD,,China,A biotechnology company engaged in developing innovative biotech products.,,Biotechnology,No,Yes,Yes,No,,
DONGGUAN PEOPLES HOSPITAL,,China,A public hospital offering a variety of medical and healthcare services.,,Healthcare and Hospitals,Yes,No,No,Yes,,
DONGGUAN QIANHONG ELECTRONIC TECHNOLOGY,,China,A company specializing in electronic technology and components.,,Electronic Technology,No,Yes,No,No,,
DONGGUAN SENMAIDE BIOTECHNOLOGY CO LTD,,China,A biotechnology company involved in developing biotech solutions and products.,,Biotechnology,No,Yes,Yes,No,,
DONGGUAN SONGSHANHU CENT HOSPITAL,,China,A hospital providing comprehensive medical care and health services.,,Healthcare and Hospitals,No,Yes,No,Yes,,
DONGGUAN VIEW PRECISION HARDWARE CO LTD,,China,A company specializing in precision hardware and manufacturing solutions.,,Precision Hardware,No,Yes,No,No,,
DONGGUAN YIGU BIOMEDICAL TECHNOLOGY CO,,China,A company focusing on biomedical technology and innovative healthcare solutions.,,Biomedical Technology,No,Yes,Yes,No,,
DONGSEO TECHNOLOGY HEADQUARTERS,,South Korea,"Headquarters for Dongseo Technology, focusing on technological innovations.",,Technology,No,Yes,No,No,,
DONGTAI HEALTH COMMISSION,,China,Health commission focused on health policies and disease control.,,Public Health,Yes,No,No,No,,
DONGWO TONGTAI FENGCHENG BIOLOGICAL ENG,,China,Engaged in biological engineering and biotech innovations.,,Biotechnology,No,Yes,Yes,No,,
DONGYANG SPECIAL WOOD CORP,,South Korea,Specializes in the production and processing of special wood products.,,Wood Products,No,Yes,No,No,,
DONGYING DISEASE CONTROL & PREVENTION,,China,Focuses on disease control and prevention in the Dongying region.,,Public Health,Yes,No,No,No,,
DORUK DERI KONFEKSIYON SANAYI & TICARET,,Turkey,Specializes in leather and textile manufacturing.,,Leather and Textile,No,Yes,No,No,,
DOT INC,,United States,Focuses on various technology and innovation sectors.,,Technology,No,Yes,No,No,,
DOTS TECHNOLOGY CORP,,,Engaged in technological solutions and innovations.,,Technology,No,Yes,No,No,,
DOZO LAB,,,Specializes in laboratory research and product development.,,Laboratory Research,No,Yes,Yes,No,,
DR B LAL INST BIOTECHNOLOGY,,India,An institute specializing in biotechnology research and development.,,Biotechnology,No,No,Yes,No,,
DREAMIDEASOFT INC,,,Provides software solutions and technology services.,,Software and Technology,No,Yes,No,No,,
DREAMTEC CYTOKINES LTD,,,Focuses on the development of cytokine-based therapies.,,Biotechnology,No,Yes,Yes,No,,
DREEMBIO SA,,,Engaged in biotechnology and pharmaceutical research.,,Biotechnology and Pharmaceuticals,No,Yes,Yes,No,,
DREW INC J,,,Involved in the development of technological solutions and services.,,Technology,No,Yes,No,No,,
DRK BLUTSPENDEDIENST BADEN WUERTTEMBERG,,Germany,Focuses on blood donation services and blood bank operations.,,Blood Donation and Transfusion Services,No,No,No,No,,
DRLOCK 24H PTY LTD,,Australia,Provides 24-hour emergency locksmith services.,,Locksmith Services,No,Yes,No,No,,
DRUG DISCOVERY & CLINIC SRL,,,Specializes in drug discovery and clinical trials.,,Pharmaceuticals and Drug Discovery,No,Yes,Yes,No,,
DRUG DISCOVERY INST INFECTIOUS DISEASES CO LTD,,,Focuses on drug discovery for infectious diseases.,,Drug Discovery and Pharmaceuticals,No,Yes,Yes,No,,
DRUGARRAY INC,,,Specializes in drug discovery and development technologies.,,Pharmaceuticals and Biotechnology,No,Yes,Yes,No,,
DRUGS TECHNOLOGY LLC,,,Provides technology solutions for drug development.,,Pharmaceuticals and Technology,No,Yes,No,No,,
DS BIO & NANO TEKNOLOJILERI UERUEN TAKI,,Turkey,Specializes in bio and nano technologies.,,Biotechnology and Nanotechnology,No,Yes,Yes,No,,
DS BIOPHARMA LTD,,,Focuses on biopharmaceutical research and development.,,Biopharmaceuticals,No,Yes,Yes,No,,
DSM IP ASSETS BV,,Netherlands,Manages intellectual property assets for DSM.,,Intellectual Property Management,No,Yes,No,No,,
DSM NUTRITIONAL PROD LLC,,United States,Specializes in nutritional products and solutions.,,Nutritional Products,No,Yes,No,No,,
DSO NAT LAB,,,Provides natural laboratory testing and analysis.,,Laboratory Services,No,Yes,No,No,,
DTECH SARL,,,Engaged in technology solutions and services.,,Technology,No,Yes,No,No,,
DTONIC CORP,,,Focuses on technology development and services.,,Technology,No,Yes,No,No,,
DU PONT TORAY CO LTD,,Japan,A joint venture between DuPont and Toray focusing on advanced materials.,,Advanced Materials,No,Yes,No,No,,
DUALITY BIOLOGICS SUZHOU CO LTD,,China,Specializes in biologics and biotechnology research.,,Biotechnology,No,Yes,Yes,No,,
DUKANE IAS LLC,,United States,Provides industrial automation solutions.,,Industrial Automation,No,Yes,No,No,,
DUKE STREET BIO LTD,,United Kingdom,Focuses on biopharmaceutical development and research.,,Biopharmaceuticals,No,Yes,Yes,No,,
DUOMA PHARM TECHNOLOGY SUZHOU CO LTD,,China,Specializes in pharmaceutical technology and innovation.,,Pharmaceuticals,No,Yes,Yes,No,,
DUPONT NUTRITION BIOSCIENCES APS,,Denmark,Focuses on nutritional biosciences and related innovations.,,Nutrition and Biosciences,No,Yes,No,No,,
DURECT CORP,,United States,Specializes in drug delivery technologies and pharmaceuticals.,,Pharmaceuticals and Drug Delivery,No,Yes,Yes,No,,
DUTCH RENEWABLE ENERGY BV,,Netherlands,Focuses on renewable energy solutions and technologies.,,Renewable Energy,No,Yes,No,No,,
DXLAB INC,,,Provides technology solutions and laboratory services.,,Technology and Laboratory Services,No,Yes,No,No,,
DYADIC INT INC,,United States,Specializes in biotechnological innovations and drug development.,,Biotechnology,No,Yes,Yes,No,,
DYADIC INT USA INC,,United States,Focuses on biotechnological research and product development.,,Biotechnology,No,Yes,Yes,No,,
DYAX CORP,,United States,"Engaged in drug discovery and development, focusing on protein therapeutics.",,Biotechnology and Pharmaceuticals,No,Yes,Yes,No,,
DYNAMIC CENTURY HOLDINGS LTD,,,Provides investment and business solutions in various sectors.,,Investment and Business Solutions,No,Yes,No,No,,
DYNAMIKER BIOTECHNOLOGY TIANJIN CO LTD,,China,Specializes in biotechnology research and medical testing.,,Biotechnology and Medical Testing,No,Yes,Yes,No,,
DYNAMIKER TIANJIN MEDICAL TESTING CO LTD,,China,Provides medical testing and diagnostic services.,,Medical Testing and Diagnostics,No,Yes,No,No,,
DYNAVAX TECHNOLOGIES CORP,,United States,Focuses on vaccine and immunotherapy development.,,Biotechnology and Vaccines,No,Yes,Yes,No,,
DYNO THERAPEUTICS INC,,United States,Specializes in developing targeted gene therapies.,,Gene Therapy,No,Yes,Yes,No,,
DYTO KENSETSU FUDOSAN INC,,Japan,Engaged in real estate and construction services.,,Real Estate and Construction,No,Yes,No,No,,
DYVE BIOSCI INC,,United States,Focuses on developing innovative bioscience solutions.,,Biotechnology,No,Yes,Yes,No,,
E PLAN KK,,Japan,Provides planning and consulting services in various industries.,,Consulting and Planning,No,Yes,No,No,,
E-MO BIOLOGY INC,,,Specializes in biological research and technology development.,,Biotechnology,No,Yes,Yes,No,,
E25BIO INC,,,Focuses on advanced biotechnology and biomedical research.,,Biotechnology,No,Yes,Yes,No,,
E2E MFG LLC,,,Provides end-to-end manufacturing solutions.,,Manufacturing,No,Yes,No,No,,
EAGLE PHARM INC,,,Focuses on pharmaceutical development and manufacturing.,,Pharmaceuticals,No,Yes,No,No,,
EARTH CHEM CO LTD,,,Specializes in chemical products and solutions.,,Chemicals,No,Yes,No,No,,
EARTH CORP,,,Engaged in environmental and sustainability solutions.,,Environmental Solutions,No,Yes,No,No,,
EARTHLITE LLC,,United States,Provides wellness and therapeutic products.,,Wellness and Therapy,No,Yes,No,No,,
EARTHTHINK55 CO LTD,,,Focuses on environmental technologies and innovations.,,Environmental Technologies,No,Yes,No,No,,
EAST CHINA ARCHITECTURAL DESIGN & RES,,China,Provides architectural design and research services.,,Architecture and Design,No,Yes,Yes,No,,
EASTARD CO LTD,,,Specializes in various industrial products and solutions.,,Industrial Products,No,Yes,No,No,,
